"Дорожное","https://mytuner.global.ssl.fastly.net/media/tvos_radios/5dZcBvWTs7.png","https://dorognoe.hostingradio.ru:8000/dorognoe"
"Европа Плюс","https://logotype.download/radio/300x300/12781.jpg","http://europaplus.hostingradio.ru:8014/europaplus320.mp3"
"Новое Радио","http://variant.fm/images/novoe.gif","http://icecast.newradio.cdnvideo.ru/newradio3"
"Радио 7","http://www.forsmi.ru/images/release_image/image/2/1619_537.jpg","http://retroserver.streamr.ru:8040/radio7128.mp3"
"Ретро FM","https://radiomixer.net/images/2020/11/07/c1MebWD9WKylUxzpgixeqDTJsbDMlj0LkkzrfFZH.jpeg","http://retroserver.streamr.ru:8043/retro128"
"Русское Радио","http://www.visit-tagil.ru/upload/medialibrary/ccc/018_RusRadio_768x768.jpg","http://radio.nmg-media.ru:8021/cleanRR"
"Хит FM","https://malovato.net/templates/yootheme/cache/hitfm-fc84736c.jpeg","http://hitfm.hostingradio.ru/hitfm128.mp3"
